Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",6.89,27846293.28,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ARUN,"Aruba Networks, Inc.",17.16,1959121713,n/a,2007,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/arun
ASBB,"ASB Bancorp, Inc.",16.73,88398358.79,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"Ascena Retail Group, Inc.",16.91,2691732582,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASCMA,"Ascent Capital Group, Inc.",77.04,1088760943,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
ASTI,"Ascent Solar Technologies, Inc.",0.798,43200216.78,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti
AERL,Asia Entertainment & Resources Ltd,4.09,245314576.3,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aerl
APWC,Asia Pacific Wire & Cable Corporation Limited,3.7304,51587212.92,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASIA,"AsiaInfo-Linkage, Inc.",11.65,849012017.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/asia
ASMI,ASM International N.V.,32.24,2036697520,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asmi
ASML,ASML Holding N.V.,90.37,40057711018,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,"Aspen Technology, Inc.",35.27,3293764781,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASBC,Associated Banc-Corp,16.09,2670093135,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbc
ASBCW,Associated Banc-Corp,2.05,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbcw
ASFI,"Asta Funding, Inc.",8.71,112942909.7,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ATEA,"Astea International, Inc.",2.78,9972691.22,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atea
ASTE,"Astec Industries, Inc.",35.58,813079852.8,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ASTX,"Astex Pharmaceuticals, Inc.",8.64,820309507.2,n/a,1993,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/astx
ALOT,"Astro-Med, Inc.",11.861,88359859.79,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ATRO,Astronics Corporation,47.34,687073492.6,n/a,1972,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ASTC,Astrotech Corporation,0.8079,15743326.74,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,4.55,26976840.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATAI,ATA Inc.,4.76,107814000,n/a,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATHN,"athenahealth, Inc.",112.68,4152134052,n/a,1991,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
AFCB,Athens Bancshares Corporation,17.65,37745160.4,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/afcb
ATHX,"Athersys, Inc.",1.71,97511775.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,3.9024,83158426.94,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACFC,Atlantic Coast Federal Corporation,4.21,11068346.81,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ATNI,"Atlantic Tele-Network, Inc.",47.84,752902284.2,n/a,1991,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATLC,Atlanticus Holdings Corporation,3.675,56758831.5,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,48.34,1220199489,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",9.99,82250876.79,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
ATML,Atmel Corporation,7.82,3343648199,n/a,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml
ATMI,ATMI Inc.,25.29,806791843.4,n/a,1993,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/atmi
ATOS,Atossa Genetics Inc.,5.2,81016384.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",9.89,207493119.8,n/a,1979,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,ATRION Corporation,242.41,486632984.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,7.37,81394943.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
AUBN,"Auburn National Bancorporation, Inc.",22.913,83472356.87,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
ADNC,"Audience, Inc.",11.69,250452615.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adnc
AUDC,AudioCodes Ltd.,6.58,251011076.4,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
ADAT,Authentidate Holding Corp.,0.8646,26504559.41,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adat
ABTL,Autobytel Inc.,7.28,64816453.52,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"Autodesk, Inc.",38.08,8491840000,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,"Automatic Data Processing, Inc.",73.74,35603373624,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AMAP,AutoNavi Holdings Limited,15.7,1085575951,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amap
AUXL,"Auxilium Pharmaceuticals, Inc.",18.68,922520224.7,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auxl
AVGO,Avago Technologies Limited,39.66,9792517387,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
AVNR,"Avanir Pharmaceuticals, Inc.",5.53,804444283.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avnr
AVEO,"AVEO Pharmaceuticals, Inc.",2.17,113205799.1,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",2.585,158310823.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",5.9,229658957.3,n/a,1993,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/avid
CAR,"Avis Budget Group, Inc.",29.14,3148910595,n/a,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AWRE,"Aware, Inc.",5.08,114659313.5,n/a,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",2.24,243861970.2,n/a,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",4.05,69416752.95,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXTI,AXT Inc,2.43,79236037.89,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
BCOM,B Communications Ltd.,13.9,415457725.5,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
BOSC,B.O.S. Better Online Solutions,3.95,4560800.35,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BEAV,"B/E Aerospace, Inc.",73.24,7674855781,n/a,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
BIDU,"Baidu, Inc.",140.6,49178293294,n/a,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,49.78,1487539799,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",23.49,350429598.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",24.22,297788218.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",1.58,156223566.5,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANC,"Banc of California, Inc.",13.98,251881490.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANCL,"Banc of California, Inc.",25.31,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bancl
BANCP,"Banc of California, Inc.",25.4499,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bancp
BANF,BancFirst Corporation,52.87,808213591.8,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.76,26760000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BKMU,Bank Mutual Corporation,6.13,284629900.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),5.53,82893770.96,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,39.57,215852094.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BKSC,Bank of South Carolina Corp.,13.89,61859503.92,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",8.65,29001071.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,47.18,1671961254,n/a,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,8.79,185486281.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BANR,Banner Corporation,35.78,699374342.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BBSI,"Barrett Business Services, Inc.",67.19,478505746.4,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",15.41,167275765.7,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BAXS,"Baxano Surgical, Inc.",1.7,76835974.4,n/a,2001,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/baxs
BV,"Bazaarvoice, Inc.",9.1,679080201.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BBCN,"BBCN Bancorp, Inc.",13.51,1069964737,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
BCBP,"BCB Bancorp, Inc. (NJ)",10.7,89601436.2,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BCSB,"BCSB Bancorp, Inc.",24.31,77540829.08,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcsb
BECN,"Beacon Roofing Supply, Inc.",35.21,1721632420,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",8.69,199142282,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.",6.02,475191384.9,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,71.78,15631214768,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BELFA,Bel Fuse Inc.,17.5,199672182.5,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,17.65,162996461.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BNCL,"Beneficial Mutual Bancorp, Inc.",9.44,743868091.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BERK,"Berkshire Bancorp, Inc.",7.85,113167154.3,n/a,1972,Finance,Major Banks,http://www.nasdaq.com/symbol/berk
BGMD,"BG Medicine, Inc.",0.9168,25596031.93,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/bgmd
BGCP,"BGC Partners, Inc.",5.85,1005446696,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGSC,BGS Acquisition Corp.,10.14,54079996.62,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgsc
BGSCU,BGS Acquisition Corp.,10.2,54399996.6,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgscu
BGSCW,BGS Acquisition Corp.,0.24,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/bgscw
BGFV,Big 5 Sporting Goods Corporation,16.58,369067086.1,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,"Bioanalytical Systems, Inc.",1.36,10434920.96,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
BCRX,"BioCryst Pharmaceuticals, Inc.",6.71,394794297.3,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BIOD,Biodel Inc.,3.45,66028508.1,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
BDSI,"BioDelivery Sciences International, Inc.",5.27,200473529.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIOF,BioFuel Energy Corp.,3.97,24767920.87,n/a,2007,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/biof
BIIB,Biogen Idec Inc.,228.694,54354067290,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOL,"Biolase, Inc.",1.94,66213078.82,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLRX,BioLineRx Ltd.,2.3,51187387.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,74.43,10428059138,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BRLI,"Bio-Reference Laboratories, Inc.",28.82,797541998.7,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/brli
BIOS,"BioScrip, Inc.",11.45,776075172,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BSTC,BioSpecifics Technologies Corp,18.16,115131040.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
BSPM,"Biostar Pharmaceuticals, Inc.",0.772,8952199.236,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
BOTA,"Biota Pharmaceuticals, Inc.",4.24,120213862.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bota
BEAT,"BioTelemetry, Inc.",9.69,246660258.2,n/a,2008,n/a,n/a,http://www.nasdaq.com/symbol/beat
BDMS,"Birner Dental Management Services, Inc.",18.07,33458375.86,n/a,1998,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bdms
BJRI,"BJ&#39;s Restaurants, Inc.",31.69,893491183.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BBOX,Black Box Corporation,28.23,453358922.8,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
BDE,"Black Diamond, Inc.",11.685,372748543.7,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
BLKB,"Blackbaud, Inc.",38.31,1752678631,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
BBRY,BlackBerry Limited,10.94,5734308693,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
HAWK,"Blackhawk Network Holdings, Inc.",24.95,1295990649,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
BKCC,BlackRock Kelso Capital Corporation,9.84,730536291.1,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
ADRA,BLDRS Asia 50 ADR Index Fund,29.2397,29239700,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra
ADRD,BLDRS Developed Markets 100 ADR Index Fund,23.58,49518000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,37.5,241875000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre
ADRU,BLDRS Europe 100 ADR Index Fund,23.1,15015000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adru
BLMN,"Bloomin&#39; Brands, Inc.",23.63,2934547128,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
BCOR,"Blucora, Inc.",21.2,872380890.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcor
NILE,"Blue Nile, Inc.",38.57,479384794.4,n/a,2004,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/nile
BLUE,"bluebird bio, Inc.",26.89,637863578.9,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
BKEP,"Blueknight Energy Partners L.P., L.L.C.",8.48,192349313,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",9,271439622,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
BPHX,"BluePhoenix Solutions, Ltd.",4.38,46769924.7,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bphx
BNCN,BNC Bancorp,12.9,341678559,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bncn
BOBE,"Bob Evans Farms, Inc.",52.95,1444342301,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
BODY,Body Central Corp.,6.3,104925517.2,n/a,1991,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/body
BOFI,"BofI Holding, Inc.",63.5,875351437,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
WIFI,"Boingo Wireless, Inc.",7.05,250900412.6,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wifi
BOKF,BOK Financial Corporation,65.16,4479046793,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
BOLT,Bolt Technology Corporation,17.74,153025736.7,n/a,1981,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bolt
BONA,Bona Film Group Limited,4.7,279637789.4,n/a,2010,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/bona
BNSO,"Bonso Electronics International, Inc.",1.4501,8088134.314,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bnso
BAMM,"Books-A-Million, Inc.",2.3,35342312.9,n/a,1992,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bamm
BPFH,"Boston Private Financial Holdings, Inc.",10.7,854245895.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh
BPFHP,"Boston Private Financial Holdings, Inc.",23.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
BPFHW,"Boston Private Financial Holdings, Inc.",4.32,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
EPAY,"Bottomline Technologies, Inc.",28.1,1069297983,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay
BDBD,"Boulder Brands, Inc.",16.07,956650378.3,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bdbd
BBRG,"Bravo Brio Restaurant Group, Inc.",15.55,304874201.9,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
BBEP,"BreitBurn Energy Partners, L.P.",17.57,1751375140,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbep
BDGE,"Bridge Bancorp, Inc.",21.67,200506702.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
BBNK,Bridge Capital Holdings,16.75,263552205,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbnk
BLIN          ,"Bridgeline Digital, Inc.",1.09,19262786.29,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blin          
BRID,Bridgford Foods Corporation,8.95,81881885.3,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/brid
BCOV,Brightcove Inc.,11.15,315769338,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
BRCM,Broadcom Corporation,26.76,15494040000,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/brcm
BSFT,"BroadSoft, Inc.",35.76,1005435884,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bsft
BVSN,"BroadVision, Inc.",10.1,47634296.7,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bvsn
BYFC,Broadway Financial Corporation,1.12,2147512.64,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/byfc
BWEN,"Broadwind Energy, Inc.",6.86,99426514.46,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/bwen
BRCD,"Brocade Communications Systems, Inc.",7.65,3382835187,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/brcd
